"review_id","row_number","extension","file_name","relative_path","source_top_folder","source_folder","bytes","classification","risk_tier","blocked_reason","safe_copy_allowed","safe_copy_allowed_text","writer_ready","writer_mode","owner_decision","allowed_decisions","proposed_next_action","reviewer_notes","source_file_open_enabled","source_file_copy_enabled","source_origin_mode","source_origin_path"
"V1711-R0016","16",".pcm","RAM01.PCM","NEWNAME.SET\PCM\RAM01.PCM","NEWNAME.SET","NEWNAME.SET\PCM","2609467","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","Source path is inside a keyboard .SET-style folder. Metadata review only.","False","NO","False","OWNER_EXPERIMENTAL_CODEWRITER_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE","OWNER_REVIEW_METADATA_ONLY","","False","False","DIRECT_METADATA_SCAN","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450"
"V1711-R0017","17",".pcm","RAM02.PCM","NEWNAME.SET\PCM\RAM02.PCM","NEWNAME.SET","NEWNAME.SET\PCM","2761573","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","Source path is inside a keyboard .SET-style folder. Metadata review only.","False","NO","False","OWNER_EXPERIMENTAL_CODEWRITER_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE","OWNER_REVIEW_METADATA_ONLY","","False","False","DIRECT_METADATA_SCAN","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450"
"V1711-R0018","18",".pcm","RAM03.PCM","NEWNAME.SET\PCM\RAM03.PCM","NEWNAME.SET","NEWNAME.SET\PCM","1685510","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","Source path is inside a keyboard .SET-style folder. Metadata review only.","False","NO","False","OWNER_EXPERIMENTAL_CODEWRITER_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE","OWNER_REVIEW_METADATA_ONLY","","False","False","DIRECT_METADATA_SCAN","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450"
"V1711-R0019","19",".pcm","RAM04.PCM","NEWNAME.SET\PCM\RAM04.PCM","NEWNAME.SET","NEWNAME.SET\PCM","2570418","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","Source path is inside a keyboard .SET-style folder. Metadata review only.","False","NO","False","OWNER_EXPERIMENTAL_CODEWRITER_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE","OWNER_REVIEW_METADATA_ONLY","","False","False","DIRECT_METADATA_SCAN","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450"
"V1711-R0020","20",".pcm","RAM05.PCM","NEWNAME.SET\PCM\RAM05.PCM","NEWNAME.SET","NEWNAME.SET\PCM","1894621","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","Source path is inside a keyboard .SET-style folder. Metadata review only.","False","NO","False","OWNER_EXPERIMENTAL_CODEWRITER_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE","OWNER_REVIEW_METADATA_ONLY","","False","False","DIRECT_METADATA_SCAN","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450"
"V1711-R0021","21",".pcm","RAM06.PCM","NEWNAME.SET\PCM\RAM06.PCM","NEWNAME.SET","NEWNAME.SET\PCM","3678503","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","Source path is inside a keyboard .SET-style folder. Metadata review only.","False","NO","False","OWNER_EXPERIMENTAL_CODEWRITER_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE","OWNER_REVIEW_METADATA_ONLY","","False","False","DIRECT_METADATA_SCAN","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450"
"V1711-R0022","22",".pcm","RAM07.PCM","NEWNAME.SET\PCM\RAM07.PCM","NEWNAME.SET","NEWNAME.SET\PCM","2385716","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","Source path is inside a keyboard .SET-style folder. Metadata review only.","False","NO","False","OWNER_EXPERIMENTAL_CODEWRITER_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE","OWNER_REVIEW_METADATA_ONLY","","False","False","DIRECT_METADATA_SCAN","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450"
"V1711-R0023","23",".pcm","RAM08.PCM","NEWNAME.SET\PCM\RAM08.PCM","NEWNAME.SET","NEWNAME.SET\PCM","2343289","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","Source path is inside a keyboard .SET-style folder. Metadata review only.","False","NO","False","OWNER_EXPERIMENTAL_CODEWRITER_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE","OWNER_REVIEW_METADATA_ONLY","","False","False","DIRECT_METADATA_SCAN","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450"
"V1711-R0024","24",".pcm","RAM09.PCM","NEWNAME.SET\PCM\RAM09.PCM","NEWNAME.SET","NEWNAME.SET\PCM","2528316","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","Source path is inside a keyboard .SET-style folder. Metadata review only.","False","NO","False","OWNER_EXPERIMENTAL_CODEWRITER_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE","OWNER_REVIEW_METADATA_ONLY","","False","False","DIRECT_METADATA_SCAN","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450"
"V1711-R0025","25",".pcm","RAM10.PCM","NEWNAME.SET\PCM\RAM10.PCM","NEWNAME.SET","NEWNAME.SET\PCM","2035946","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","Source path is inside a keyboard .SET-style folder. Metadata review only.","False","NO","False","OWNER_EXPERIMENTAL_CODEWRITER_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE","OWNER_REVIEW_METADATA_ONLY","","False","False","DIRECT_METADATA_SCAN","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450"
"V1711-R0026","26",".pcm","RAM11.PCM","NEWNAME.SET\PCM\RAM11.PCM","NEWNAME.SET","NEWNAME.SET\PCM","2192345","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","Source path is inside a keyboard .SET-style folder. Metadata review only.","False","NO","False","OWNER_EXPERIMENTAL_CODEWRITER_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE","OWNER_REVIEW_METADATA_ONLY","","False","False","DIRECT_METADATA_SCAN","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450"
"V1711-R0027","27",".pcm","RAM12.PCM","NEWNAME.SET\PCM\RAM12.PCM","NEWNAME.SET","NEWNAME.SET\PCM","2802504","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","Source path is inside a keyboard .SET-style folder. Metadata review only.","False","NO","False","OWNER_EXPERIMENTAL_CODEWRITER_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE","OWNER_REVIEW_METADATA_ONLY","","False","False","DIRECT_METADATA_SCAN","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450"
"V1711-R0028","28",".pcm","RAM13.PCM","NEWNAME.SET\PCM\RAM13.PCM","NEWNAME.SET","NEWNAME.SET\PCM","1801345","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","Source path is inside a keyboard .SET-style folder. Metadata review only.","False","NO","False","OWNER_EXPERIMENTAL_CODEWRITER_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE","OWNER_REVIEW_METADATA_ONLY","","False","False","DIRECT_METADATA_SCAN","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450"
"V1711-R0029","29",".pcm","RAM14.PCM","NEWNAME.SET\PCM\RAM14.PCM","NEWNAME.SET","NEWNAME.SET\PCM","2211601","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","Source path is inside a keyboard .SET-style folder. Metadata review only.","False","NO","False","OWNER_EXPERIMENTAL_CODEWRITER_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE","OWNER_REVIEW_METADATA_ONLY","","False","False","DIRECT_METADATA_SCAN","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450"
"V1711-R0030","30",".pcm","RAM15.PCM","NEWNAME.SET\PCM\RAM15.PCM","NEWNAME.SET","NEWNAME.SET\PCM","3633676","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","Source path is inside a keyboard .SET-style folder. Metadata review only.","False","NO","False","OWNER_EXPERIMENTAL_CODEWRITER_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE","OWNER_REVIEW_METADATA_ONLY","","False","False","DIRECT_METADATA_SCAN","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450"
"V1711-R0031","31",".pcm","RAM16.PCM","NEWNAME.SET\PCM\RAM16.PCM","NEWNAME.SET","NEWNAME.SET\PCM","3098360","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","Source path is inside a keyboard .SET-style folder. Metadata review only.","False","NO","False","OWNER_EXPERIMENTAL_CODEWRITER_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE","OWNER_REVIEW_METADATA_ONLY","","False","False","DIRECT_METADATA_SCAN","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450"
"V1711-R0032","32",".pcm","RAM17.PCM","NEWNAME.SET\PCM\RAM17.PCM","NEWNAME.SET","NEWNAME.SET\PCM","2876209","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","Source path is inside a keyboard .SET-style folder. Metadata review only.","False","NO","False","OWNER_EXPERIMENTAL_CODEWRITER_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE","OWNER_REVIEW_METADATA_ONLY","","False","False","DIRECT_METADATA_SCAN","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450"
"V1711-R0033","33",".pcm","RAM18.PCM","NEWNAME.SET\PCM\RAM18.PCM","NEWNAME.SET","NEWNAME.SET\PCM","1852638","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","Source path is inside a keyboard .SET-style folder. Metadata review only.","False","NO","False","OWNER_EXPERIMENTAL_CODEWRITER_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE","OWNER_REVIEW_METADATA_ONLY","","False","False","DIRECT_METADATA_SCAN","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450"
"V1711-R0034","34",".pcm","RAM19.PCM","NEWNAME.SET\PCM\RAM19.PCM","NEWNAME.SET","NEWNAME.SET\PCM","2220968","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","Source path is inside a keyboard .SET-style folder. Metadata review only.","False","NO","False","OWNER_EXPERIMENTAL_CODEWRITER_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE","OWNER_REVIEW_METADATA_ONLY","","False","False","DIRECT_METADATA_SCAN","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450"
"V1711-R0035","35",".pcm","RAM20.PCM","NEWNAME.SET\PCM\RAM20.PCM","NEWNAME.SET","NEWNAME.SET\PCM","1722445","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","Source path is inside a keyboard .SET-style folder. Metadata review only.","False","NO","False","OWNER_EXPERIMENTAL_CODEWRITER_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE","OWNER_REVIEW_METADATA_ONLY","","False","False","DIRECT_METADATA_SCAN","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450"
"V1711-R0036","36",".pcm","RAM21.PCM","NEWNAME.SET\PCM\RAM21.PCM","NEWNAME.SET","NEWNAME.SET\PCM","2595382","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","Source path is inside a keyboard .SET-style folder. Metadata review only.","False","NO","False","OWNER_EXPERIMENTAL_CODEWRITER_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE","OWNER_REVIEW_METADATA_ONLY","","False","False","DIRECT_METADATA_SCAN","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450"
"V1711-R0037","37",".pcm","RAM22.PCM","NEWNAME.SET\PCM\RAM22.PCM","NEWNAME.SET","NEWNAME.SET\PCM","2060104","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","Source path is inside a keyboard .SET-style folder. Metadata review only.","False","NO","False","OWNER_EXPERIMENTAL_CODEWRITER_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE","OWNER_REVIEW_METADATA_ONLY","","False","False","DIRECT_METADATA_SCAN","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450"
"V1711-R0038","38",".pcm","RAM23.PCM","NEWNAME.SET\PCM\RAM23.PCM","NEWNAME.SET","NEWNAME.SET\PCM","2531710","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","Source path is inside a keyboard .SET-style folder. Metadata review only.","False","NO","False","OWNER_EXPERIMENTAL_CODEWRITER_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE","OWNER_REVIEW_METADATA_ONLY","","False","False","DIRECT_METADATA_SCAN","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450"
"V1711-R0039","39",".pcm","RAM24.PCM","NEWNAME.SET\PCM\RAM24.PCM","NEWNAME.SET","NEWNAME.SET\PCM","2142487","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","Source path is inside a keyboard .SET-style folder. Metadata review only.","False","NO","False","OWNER_EXPERIMENTAL_CODEWRITER_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE","OWNER_REVIEW_METADATA_ONLY","","False","False","DIRECT_METADATA_SCAN","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450"
"V1711-R0040","40",".pcm","RAM25.PCM","NEWNAME.SET\PCM\RAM25.PCM","NEWNAME.SET","NEWNAME.SET\PCM","2164534","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","Source path is inside a keyboard .SET-style folder. Metadata review only.","False","NO","False","OWNER_EXPERIMENTAL_CODEWRITER_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE","OWNER_REVIEW_METADATA_ONLY","","False","False","DIRECT_METADATA_SCAN","C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450"
