"name","ext","size_bytes","path","metadata_only","parser_used","writer_used"
"SELECTED_NEUTRAL_PACKAGE_SNAPSHOT.md",".md","1104","E:\keyboard-manager-clean\uaos-ai-factory\SELECTED_NEUTRAL_PACKAGE_SNAPSHOT.md","True","False","False"
"UAOS_CURRENT_EXTRACTABILITY_CLASSIFIER.json",".json","1179","E:\keyboard-manager-clean\uaos-ai-factory\UAOS_CURRENT_EXTRACTABILITY_CLASSIFIER.json","True","False","False"
"UAOS_CURRENT_FINAL.json",".json","1716","E:\keyboard-manager-clean\uaos-ai-factory\UAOS_CURRENT_FINAL.json","True","False","False"
"UAOS_CURRENT_KMP_KSF_SAMPLE_MAP_RESEARCH.json",".json","1309","E:\keyboard-manager-clean\uaos-ai-factory\UAOS_CURRENT_KMP_KSF_SAMPLE_MAP_RESEARCH.json","True","False","False"
"UAOS_CURRENT_KMP_PCM_RELATION_REVIEW.json",".json","1527","E:\keyboard-manager-clean\uaos-ai-factory\UAOS_CURRENT_KMP_PCM_RELATION_REVIEW.json","True","False","False"
"UAOS_CURRENT_KMP_STRUCTURE_INSPECTOR.json",".json","1569","E:\keyboard-manager-clean\uaos-ai-factory\UAOS_CURRENT_KMP_STRUCTURE_INSPECTOR.json","True","False","False"
"UAOS_CURRENT_OPEN_LIBRARY_INTAKE.json",".json","962","E:\keyboard-manager-clean\uaos-ai-factory\UAOS_CURRENT_OPEN_LIBRARY_INTAKE.json","True","False","False"
"UAOS_CURRENT_OWNER_LIBRARY_WRITER.json",".json","1235","E:\keyboard-manager-clean\uaos-ai-factory\UAOS_CURRENT_OWNER_LIBRARY_WRITER.json","True","False","False"
"UAOS_CURRENT_OWNER_TEST.json",".json","1579","E:\keyboard-manager-clean\uaos-ai-factory\UAOS_CURRENT_OWNER_TEST.json","True","False","False"
"UAOS_CURRENT_PCM_GROUP_REVIEW.json",".json","1423","E:\keyboard-manager-clean\uaos-ai-factory\UAOS_CURRENT_PCM_GROUP_REVIEW.json","True","False","False"
"UAOS_CURRENT_PCM_PARSER_FEASIBILITY.json",".json","1530","E:\keyboard-manager-clean\uaos-ai-factory\UAOS_CURRENT_PCM_PARSER_FEASIBILITY.json","True","False","False"
"UAOS_PRODUCT_DEVELOPMENT_OVERNIGHT_RUN_003_MASTER_INDEX.md",".md","2294","E:\keyboard-manager-clean\uaos-ai-factory\UAOS_PRODUCT_DEVELOPMENT_OVERNIGHT_RUN_003_MASTER_INDEX.md","True","False","False"
"UAOS_PRODUCT_DEVELOPMENT_OVERNIGHT_RUN_003_SEAL.md",".md","790","E:\keyboard-manager-clean\uaos-ai-factory\UAOS_PRODUCT_DEVELOPMENT_OVERNIGHT_RUN_003_SEAL.md","True","False","False"
"UAOS_RELAXED_PRODUCT_MODE_FINAL_SEAL.md",".md","472","E:\keyboard-manager-clean\uaos-ai-factory\UAOS_RELAXED_PRODUCT_MODE_FINAL_SEAL.md","True","False","False"
"UAOS_RELAXED_PRODUCT_MODE_POLICY.json",".json","1355","E:\keyboard-manager-clean\uaos-ai-factory\UAOS_RELAXED_PRODUCT_MODE_POLICY.json","True","False","False"
"UAOS_RELAXED_PRODUCT_MODE_POLICY.md",".md","1073","E:\keyboard-manager-clean\uaos-ai-factory\UAOS_RELAXED_PRODUCT_MODE_POLICY.md","True","False","False"
"UAOS_RELAXED_PRODUCT_MODE_VALIDATOR_RESULTS.json",".json","1306","E:\keyboard-manager-clean\uaos-ai-factory\UAOS_RELAXED_PRODUCT_MODE_VALIDATOR_RESULTS.json","True","False","False"
"UAOS_RELAXED_PRODUCT_MODE_VALIDATOR_RULES.md",".md","371","E:\keyboard-manager-clean\uaos-ai-factory\UAOS_RELAXED_PRODUCT_MODE_VALIDATOR_RULES.md","True","False","False"
"UI_SNAPSHOT_REGRESSION_STATUS.json",".json","892","E:\keyboard-manager-clean\uaos-ai-factory\UI_SNAPSHOT_REGRESSION_STATUS.json","True","False","False"
"UI_SNAPSHOT_REGRESSION_STATUS.md",".md","585","E:\keyboard-manager-clean\uaos-ai-factory\UI_SNAPSHOT_REGRESSION_STATUS.md","True","False","False"
"VALIDATION_AGGREGATE_STATUS.json",".json","1847","E:\keyboard-manager-clean\uaos-ai-factory\VALIDATION_AGGREGATE_STATUS.json","True","False","False"
"VALIDATION_AGGREGATE_STATUS.md",".md","564","E:\keyboard-manager-clean\uaos-ai-factory\VALIDATION_AGGREGATE_STATUS.md","True","False","False"
"UAOS_AEPLATFORM_NET_502_RECOVERY_REPORT_2026-07-01.md",".md","1413","E:\keyboard-manager-clean\uaos-ai-factory\aeplatform-net-monitor\UAOS_AEPLATFORM_NET_502_RECOVERY_REPORT_2026-07-01.md","True","False","False"
"index.html",".html","1784","E:\keyboard-manager-clean\uaos-ai-factory\aeplatform-net-monitor\vercel_aeplatform_net_monitor\index.html","True","False","False"
"package.json",".json","131","E:\keyboard-manager-clean\uaos-ai-factory\aeplatform-net-monitor\vercel_aeplatform_net_monitor\package.json","True","False","False"
"vercel.json",".json","334","E:\keyboard-manager-clean\uaos-ai-factory\aeplatform-net-monitor\vercel_aeplatform_net_monitor\vercel.json","True","False","False"
"index.html",".html","6996","E:\keyboard-manager-clean\uaos-ai-factory\aeplatform-net-monitor\vercel_aeplatform_net_monitor\jobcenter\index.html","True","False","False"
"index.html",".html","2365","E:\keyboard-manager-clean\uaos-ai-factory\aeplatform-net-monitor\vercel_aeplatform_net_monitor\status\index.html","True","False","False"
"AI018_FIRST_BOUNDED_AGENT_PACKET.md",".md","1051","E:\keyboard-manager-clean\uaos-ai-factory\agents\AI018_FIRST_BOUNDED_AGENT_PACKET.md","True","False","False"
"architect.md",".md","383","E:\keyboard-manager-clean\uaos-ai-factory\agents\architect.md","True","False","False"
"BOUNDED_LOCAL_AGENTS_COMPLETION_SEAL.json",".json","2453","E:\keyboard-manager-clean\uaos-ai-factory\agents\BOUNDED_LOCAL_AGENTS_COMPLETION_SEAL.json","True","False","False"
"BOUNDED_LOCAL_AGENT_POLICY.md",".md","953","E:\keyboard-manager-clean\uaos-ai-factory\agents\BOUNDED_LOCAL_AGENT_POLICY.md","True","False","False"
"cost-guard.md",".md","296","E:\keyboard-manager-clean\uaos-ai-factory\agents\cost-guard.md","True","False","False"
"frontend-worker.md",".md","385","E:\keyboard-manager-clean\uaos-ai-factory\agents\frontend-worker.md","True","False","False"
"library-worker.md",".md","329","E:\keyboard-manager-clean\uaos-ai-factory\agents\library-worker.md","True","False","False"
"local-bounded-agent-queue.json",".json","4479","E:\keyboard-manager-clean\uaos-ai-factory\agents\local-bounded-agent-queue.json","True","False","False"
"music-engine-worker.md",".md","392","E:\keyboard-manager-clean\uaos-ai-factory\agents\music-engine-worker.md","True","False","False"
"product-manager.md",".md","479","E:\keyboard-manager-clean\uaos-ai-factory\agents\product-manager.md","True","False","False"
"qa-worker.md",".md","266","E:\keyboard-manager-clean\uaos-ai-factory\agents\qa-worker.md","True","False","False"
"release-manager.md",".md","382","E:\keyboard-manager-clean\uaos-ai-factory\agents\release-manager.md","True","False","False"
"reviewer.md",".md","357","E:\keyboard-manager-clean\uaos-ai-factory\agents\reviewer.md","True","False","False"
"AGENTS_C_D_COMBINED_SUMMARY.json",".json","2017","E:\keyboard-manager-clean\uaos-ai-factory\agents\reports\AGENTS_C_D_COMBINED_SUMMARY.json","True","False","False"
"AGENT_A_PROJECT_DOCS_CONSOLIDATION_REPORT.md",".md","3457","E:\keyboard-manager-clean\uaos-ai-factory\agents\reports\AGENT_A_PROJECT_DOCS_CONSOLIDATION_REPORT.md","True","False","False"
"AGENT_A_PROJECT_DOCS_CONSOLIDATION_SUMMARY.json",".json","2255","E:\keyboard-manager-clean\uaos-ai-factory\agents\reports\AGENT_A_PROJECT_DOCS_CONSOLIDATION_SUMMARY.json","True","False","False"
"AGENT_B_UI_COPY_SPEC_CLEANUP_REPORT.md",".md","2027","E:\keyboard-manager-clean\uaos-ai-factory\agents\reports\AGENT_B_UI_COPY_SPEC_CLEANUP_REPORT.md","True","False","False"
"AGENT_B_UI_COPY_SPEC_CLEANUP_SUMMARY.json",".json","1465","E:\keyboard-manager-clean\uaos-ai-factory\agents\reports\AGENT_B_UI_COPY_SPEC_CLEANUP_SUMMARY.json","True","False","False"
"AGENT_C_DEMO_CHECKLIST_REPORT_CLEANUP_REPORT.md",".md","1627","E:\keyboard-manager-clean\uaos-ai-factory\agents\reports\AGENT_C_DEMO_CHECKLIST_REPORT_CLEANUP_REPORT.md","True","False","False"
"AGENT_D_PREMIUM_LIBRARY_METADATA_PLANNING_REPORT.md",".md","1673","E:\keyboard-manager-clean\uaos-ai-factory\agents\reports\AGENT_D_PREMIUM_LIBRARY_METADATA_PLANNING_REPORT.md","True","False","False"
"AGENT_E_QA_CHECK_SCRIPT_IMPROVEMENT_REPORT.md",".md","1634","E:\keyboard-manager-clean\uaos-ai-factory\agents\reports\AGENT_E_QA_CHECK_SCRIPT_IMPROVEMENT_REPORT.md","True","False","False"
"AGENT_E_QA_CHECK_SCRIPT_IMPROVEMENT_SUMMARY.json",".json","1777","E:\keyboard-manager-clean\uaos-ai-factory\agents\reports\AGENT_E_QA_CHECK_SCRIPT_IMPROVEMENT_SUMMARY.json","True","False","False"
"BOUNDED_LOCAL_AGENTS_COMPLETION_SEAL_REPORT.md",".md","2087","E:\keyboard-manager-clean\uaos-ai-factory\agents\reports\BOUNDED_LOCAL_AGENTS_COMPLETION_SEAL_REPORT.md","True","False","False"
"AGENT_B_UI_COPY_SPEC_CLEANUP.md",".md","6094","E:\keyboard-manager-clean\uaos-ai-factory\agents\specs\AGENT_B_UI_COPY_SPEC_CLEANUP.md","True","False","False"
"AGENT_C_DEMO_CHECKLIST_CLEANUP.md",".md","3968","E:\keyboard-manager-clean\uaos-ai-factory\agents\specs\AGENT_C_DEMO_CHECKLIST_CLEANUP.md","True","False","False"
"AGENT_D_PREMIUM_LIBRARY_METADATA_PLAN.md",".md","3971","E:\keyboard-manager-clean\uaos-ai-factory\agents\specs\AGENT_D_PREMIUM_LIBRARY_METADATA_PLAN.md","True","False","False"
"AGENT_D_ARRANGER_INTELLIGENCE_REPORT.md",".md","399","E:\keyboard-manager-clean\uaos-ai-factory\arranger-intelligence\AGENT_D_ARRANGER_INTELLIGENCE_REPORT.md","True","False","False"
"AGENT_D_ARRANGER_INTELLIGENCE_SUMMARY.json",".json","463","E:\keyboard-manager-clean\uaos-ai-factory\arranger-intelligence\AGENT_D_ARRANGER_INTELLIGENCE_SUMMARY.json","True","False","False"
"ARRANGER_INTELLIGENCE_MASTER_PLAN.md",".md","678","E:\keyboard-manager-clean\uaos-ai-factory\arranger-intelligence\ARRANGER_INTELLIGENCE_MASTER_PLAN.md","True","False","False"
"DEMO_PROJECT_GENERATION_PLAN.md",".md","459","E:\keyboard-manager-clean\uaos-ai-factory\arranger-intelligence\DEMO_PROJECT_GENERATION_PLAN.md","True","False","False"
"LIBRARY_AWARE_INSTRUMENT_SELECTION.md",".md","573","E:\keyboard-manager-clean\uaos-ai-factory\arranger-intelligence\LIBRARY_AWARE_INSTRUMENT_SELECTION.md","True","False","False"
"MAQAM_AWARE_ARRANGEMENT_RULES.md",".md","449","E:\keyboard-manager-clean\uaos-ai-factory\arranger-intelligence\MAQAM_AWARE_ARRANGEMENT_RULES.md","True","False","False"
"SECTION_GENERATION_RULES.md",".md","497","E:\keyboard-manager-clean\uaos-ai-factory\arranger-intelligence\SECTION_GENERATION_RULES.md","True","False","False"
"SONG_TO_STYLE_PIPELINE_SPEC.md",".md","463","E:\keyboard-manager-clean\uaos-ai-factory\arranger-intelligence\SONG_TO_STYLE_PIPELINE_SPEC.md","True","False","False"
"UAOS_ARRANGER_INTELLIGENCE_SCHEMA_RUN_003.json",".json","706","E:\keyboard-manager-clean\uaos-ai-factory\arranger-intelligence\run-003-arranger-development\UAOS_ARRANGER_INTELLIGENCE_SCHEMA_RUN_003.json","True","False","False"
"UAOS_MAQAM_AWARE_ARRANGER_RULES_RUN_003.md",".md","864","E:\keyboard-manager-clean\uaos-ai-factory\arranger-intelligence\run-003-arranger-development\UAOS_MAQAM_AWARE_ARRANGER_RULES_RUN_003.md","True","False","False"
"UAOS_SAFE_MIDI_ONLY_OUTPUT_POLICY_RUN_003.md",".md","500","E:\keyboard-manager-clean\uaos-ai-factory\arranger-intelligence\run-003-arranger-development\UAOS_SAFE_MIDI_ONLY_OUTPUT_POLICY_RUN_003.md","True","False","False"
"UAOS_SONG_TO_ARRANGER_TEST_CASES_RUN_003.json",".json","993","E:\keyboard-manager-clean\uaos-ai-factory\arranger-intelligence\run-003-arranger-development\UAOS_SONG_TO_ARRANGER_TEST_CASES_RUN_003.json","True","False","False"
"AGENT_E_ARRANGER_TEST_CASES_REPORT.md",".md","323","E:\keyboard-manager-clean\uaos-ai-factory\arranger-intelligence\test-cases\AGENT_E_ARRANGER_TEST_CASES_REPORT.md","True","False","False"
"AGENT_E_ARRANGER_TEST_CASES_SUMMARY.json",".json","214","E:\keyboard-manager-clean\uaos-ai-factory\arranger-intelligence\test-cases\AGENT_E_ARRANGER_TEST_CASES_SUMMARY.json","True","False","False"
"ARABIC_BALLAD_TEST_CASE.json",".json","1163","E:\keyboard-manager-clean\uaos-ai-factory\arranger-intelligence\test-cases\ARABIC_BALLAD_TEST_CASE.json","True","False","False"
"ARRANGER_EXPECTED_OUTPUT_SCHEMA.json",".json","555","E:\keyboard-manager-clean\uaos-ai-factory\arranger-intelligence\test-cases\ARRANGER_EXPECTED_OUTPUT_SCHEMA.json","True","False","False"
"ARRANGER_TEST_CASES_V1.json",".json","388","E:\keyboard-manager-clean\uaos-ai-factory\arranger-intelligence\test-cases\ARRANGER_TEST_CASES_V1.json","True","False","False"
"ARRANGER_TEST_CASES_V1.md",".md","364","E:\keyboard-manager-clean\uaos-ai-factory\arranger-intelligence\test-cases\ARRANGER_TEST_CASES_V1.md","True","False","False"
"CINEMATIC_ORIENTAL_TEST_CASE.json",".json","1225","E:\keyboard-manager-clean\uaos-ai-factory\arranger-intelligence\test-cases\CINEMATIC_ORIENTAL_TEST_CASE.json","True","False","False"
"ORIENTAL_POP_TEST_CASE.json",".json","1192","E:\keyboard-manager-clean\uaos-ai-factory\arranger-intelligence\test-cases\ORIENTAL_POP_TEST_CASE.json","True","False","False"
"RNB_ORIENTAL_FUSION_TEST_CASE.json",".json","1199","E:\keyboard-manager-clean\uaos-ai-factory\arranger-intelligence\test-cases\RNB_ORIENTAL_FUSION_TEST_CASE.json","True","False","False"
"AGENT_REGISTRY.json",".json","3896","E:\keyboard-manager-clean\uaos-ai-factory\autopilot\AGENT_REGISTRY.json","True","False","False"
"AUTOPILOT_STATE.json",".json","1674","E:\keyboard-manager-clean\uaos-ai-factory\autopilot\AUTOPILOT_STATE.json","True","False","False"
"COST_BUDGET.json",".json","257","E:\keyboard-manager-clean\uaos-ai-factory\autopilot\COST_BUDGET.json","True","False","False"
"DAILY_REPORT.md",".md","6206","E:\keyboard-manager-clean\uaos-ai-factory\autopilot\DAILY_REPORT.md","True","False","False"
"NEXT_TASK.md",".md","460","E:\keyboard-manager-clean\uaos-ai-factory\autopilot\NEXT_TASK.md","True","False","False"
"README.md",".md","350","E:\keyboard-manager-clean\uaos-ai-factory\autopilot\README.md","True","False","False"
"SAFETY_MATRIX.json",".json","404","E:\keyboard-manager-clean\uaos-ai-factory\autopilot\SAFETY_MATRIX.json","True","False","False"
"TASK_QUEUE.json",".json","14921","E:\keyboard-manager-clean\uaos-ai-factory\autopilot\TASK_QUEUE.json","True","False","False"
"TOOL_ROUTER.json",".json","877","E:\keyboard-manager-clean\uaos-ai-factory\autopilot\TOOL_ROUTER.json","True","False","False"
"README.md",".md","299","E:\keyboard-manager-clean\uaos-ai-factory\autopilot\dry-runs\README.md","True","False","False"
"AGENT_ASSIGNMENT.md",".md","705","E:\keyboard-manager-clean\uaos-ai-factory\autopilot\dry-runs\latest\AGENT_ASSIGNMENT.md","True","False","False"
"COST_REVIEW.md",".md","278","E:\keyboard-manager-clean\uaos-ai-factory\autopilot\dry-runs\latest\COST_REVIEW.md","True","False","False"
"DRY_RUN_PACKET.json",".json","1391","E:\keyboard-manager-clean\uaos-ai-factory\autopilot\dry-runs\latest\DRY_RUN_PACKET.json","True","False","False"
"DRY_RUN_REPORT.md",".md","379","E:\keyboard-manager-clean\uaos-ai-factory\autopilot\dry-runs\latest\DRY_RUN_REPORT.md","True","False","False"
"EXECUTION_PLAN.md",".md","1026","E:\keyboard-manager-clean\uaos-ai-factory\autopilot\dry-runs\latest\EXECUTION_PLAN.md","True","False","False"
"REVIEW_CHECKLIST.md",".md","562","E:\keyboard-manager-clean\uaos-ai-factory\autopilot\dry-runs\latest\REVIEW_CHECKLIST.md","True","False","False"
"SAFETY_REVIEW.md",".md","510","E:\keyboard-manager-clean\uaos-ai-factory\autopilot\dry-runs\latest\SAFETY_REVIEW.md","True","False","False"
"AI-001-platform-identity-normalization.md",".md","947","E:\keyboard-manager-clean\uaos-ai-factory\backlog\AI-001-platform-identity-normalization.md","True","False","False"
"AI-002-vercel-preview-setup-plan.md",".md","575","E:\keyboard-manager-clean\uaos-ai-factory\backlog\AI-002-vercel-preview-setup-plan.md","True","False","False"
"AI-003-linear-workspace-roadmap.md",".md","618","E:\keyboard-manager-clean\uaos-ai-factory\backlog\AI-003-linear-workspace-roadmap.md","True","False","False"
"AI-004-github-branch-protection-plan.md",".md","567","E:\keyboard-manager-clean\uaos-ai-factory\backlog\AI-004-github-branch-protection-plan.md","True","False","False"
"AI-005-copilot-agent-first-issue.md",".md","566","E:\keyboard-manager-clean\uaos-ai-factory\backlog\AI-005-copilot-agent-first-issue.md","True","False","False"
"AI-006-qa-build-hardening.md",".md","583","E:\keyboard-manager-clean\uaos-ai-factory\backlog\AI-006-qa-build-hardening.md","True","False","False"
"AI-007-premium-library-metadata-next-step.md",".md","589","E:\keyboard-manager-clean\uaos-ai-factory\backlog\AI-007-premium-library-metadata-next-step.md","True","False","False"
"AI-008-demo-status-page.md",".md","567","E:\keyboard-manager-clean\uaos-ai-factory\backlog\AI-008-demo-status-page.md","True","False","False"
"AI-009-cost-guard-automation.md",".md","569","E:\keyboard-manager-clean\uaos-ai-factory\backlog\AI-009-cost-guard-automation.md","True","False","False"
"AI-010-release-gate-staging-only.md",".md","574","E:\keyboard-manager-clean\uaos-ai-factory\backlog\AI-010-release-gate-staging-only.md","True","False","False"
"UAOS_24H_CONTINUOUS_AGENCY_RUN_004_COMMIT_LOG.md",".md","2529","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\UAOS_24H_CONTINUOUS_AGENCY_RUN_004_COMMIT_LOG.md","True","False","False"
"UAOS_24H_CONTINUOUS_AGENCY_RUN_004_DASHBOARD.md",".md","2653","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\UAOS_24H_CONTINUOUS_AGENCY_RUN_004_DASHBOARD.md","True","False","False"
"UAOS_24H_CONTINUOUS_AGENCY_RUN_004_FINAL_REPORT.md",".md","2468","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\UAOS_24H_CONTINUOUS_AGENCY_RUN_004_FINAL_REPORT.md","True","False","False"
"UAOS_24H_CONTINUOUS_AGENCY_RUN_004_FINAL_SEAL.md",".md","702","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\UAOS_24H_CONTINUOUS_AGENCY_RUN_004_FINAL_SEAL.md","True","False","False"
"UAOS_24H_CONTINUOUS_AGENCY_RUN_004_NEXT_ACTIONS.md",".md","555","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\UAOS_24H_CONTINUOUS_AGENCY_RUN_004_NEXT_ACTIONS.md","True","False","False"
"UAOS_24H_CONTINUOUS_AGENCY_RUN_004_SAFETY_LOG.md",".md","4874","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\UAOS_24H_CONTINUOUS_AGENCY_RUN_004_SAFETY_LOG.md","True","False","False"
"UAOS_24H_CONTINUOUS_AGENCY_RUN_004_STATUS.json",".json","534","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\UAOS_24H_CONTINUOUS_AGENCY_RUN_004_STATUS.json","True","False","False"
